Ename,Age,NumCompaniesWorked,Previous company experience,Job role in previous company,Number of years experience in prevoius company,Reason for leaving,Salary in previous company,Present expectation Y/N,Expectation of hike in %,Promotion Y/N,New designation after promotion,Attrition,BusinessTravel,Department,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager
Ashley Hess,36,2,Yes,Junior Sales Executive,0,Lack of flexible work options,4869,Yes,0.35,Yes,Sales Executive,No,Travel_Frequently,Sales,2,154,2,Female,3,3,Sales Executive,4,Married,9738,No,3,1,10,9,8
Marilyn Lee,36,1,Yes,Laboratory Technician,5,Lack of flexible work options,1417.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,2,155,1,Female,3,1,Laboratory Technician,4,Divorced,2835,No,4,1,7,1,0
David Hughes,43,4,Yes,Manager,1,Lack of flexible work options,8479.5,Yes,0.5,Yes,Manager,No,Travel_Frequently,Sales,2,158,3,Male,3,4,Manager,4,Married,16959,Yes,3,2,25,25,12
Kyle Poole,30,3,Yes,Research Scientist,1,for a higher pay,1306.5,Yes,0.35,Yes,Research Scientist,No,Travel_Frequently,Research & Development,3,159,1,Male,1,1,Research Scientist,3,Divorced,2613,No,4,3,10,10,9
John Shaw,33,1,Yes,Junior Sales Executive,0,Lack of flexible work options,3073,Yes,0.35,Yes,Sales Executive,No,Non-Travel,Sales,2,160,3,Male,3,2,Sales Executive,2,Married,6146,No,3,1,8,7,7
Jeanette Rivera,56,1,Yes,Research Scientist,9,Lack of flexible work options,2481.5,Yes,0.15,Yes,Research Scientist,Yes,Travel_Rarely,Research & Development,4,161,2,Female,3,1,Research Scientist,2,Married,4963,Yes,3,3,7,5,3
Carlos Gray,51,4,Yes,Research Director,7,Lack of opportunities for carrier growth and development,9768.5,Yes,0.5,Yes,Research Director,No,Travel_Rarely,Research & Development,3,162,1,Male,3,5,Research Director,3,Single,19537,No,3,0,23,20,15
Kent Obrien,31,2,Yes,Junior Sales Executive,4,Lack of flexible work options,3086,Yes,0.35,Yes,Sales Executive,Yes,Travel_Rarely,Sales,4,163,2,Male,1,2,Sales Executive,3,Married,6172,Yes,3,0,12,7,7
Angela Johnson,26,1,Yes,Research Scientist,1,Lack of flexible work options,1184,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,164,3,Female,2,1,Research Scientist,2,Married,2368,No,3,0,5,5,3
Katie Perkins,58,4,Yes,Healthcare Representative,1,Lack of opportunities for carrier growth and development,5156,Yes,0.5,Yes,Healthcare Representative,Yes,Travel_Rarely,Research & Development,4,165,4,Female,3,3,Healthcare Representative,4,Married,10312,No,3,1,40,40,6
Michael Soto,19,0,No,Sales Representative,1,No previous experience,837.5,Yes,0.35,Yes,Sales Representative,Yes,Travel_Rarely,Sales,1,167,4,Male,3,1,Sales Representative,3,Single,1675,Yes,3,0,0,5,0
Matthew Stone,22,1,No,Laboratory Technician,0,No previous experience,1261.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,1,169,3,Male,3,1,Laboratory Technician,4,Married,2523,No,3,1,3,2,1
Kimberly Compton,49,4,Yes,Manufacturing Director,1,for a higher pay,3283.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,4,170,3,Female,3,2,Manufacturing Director,1,Married,6567,No,3,0,16,15,11
Haley Bird,43,4,Yes,Research Scientist,4,Lack of flexible work options,2369.5,Yes,0.35,Yes,Research Scientist,No,Travel_Frequently,Research & Development,3,171,2,Female,4,1,Research Scientist,3,Single,4739,No,3,0,18,3,2
Angela Daugherty,50,3,Yes,Junior Sales Executive,4,Lack of flexible work options,4604,Yes,0.35,Yes,Sales Executive,No,Travel_Frequently,Sales,3,174,3,Female,3,3,Sales Executive,4,Single,9208,No,3,0,16,2,1
Erin Caldwell,31,1,Yes,Junior Sales Executive,3,Lack of flexible work options,2279.5,Yes,0.15,Yes,Sales Executive,Yes,Travel_Rarely,Sales,3,175,2,Female,1,2,Sales Executive,3,Married,4559,Yes,3,1,4,2,2
Antonio Reed,41,3,Yes,Junior Sales Executive,3,Lack of flexible work options,4094.5,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,1,176,3,Male,3,3,Sales Executive,3,Divorced,8189,Yes,3,1,12,9,7
Dana Moran,26,1,Yes,Human Resources,1,Lack of flexible work options,1471,Yes,0.35,Yes,Human Resources,No,Travel_Rarely,Human Resources,1,177,3,Female,3,1,Human Resources,3,Married,2942,No,4,1,8,8,7
Joseph Martin,36,1,Yes,Manufacturing Director,6,Lack of flexible work options,2470.5,Yes,0.15,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,2,178,2,Male,3,2,Manufacturing Director,2,Divorced,4941,No,4,2,7,3,1
Richard Davis,51,4,Yes,Manufacturing Director,2,Lack of flexible work options,5325,Yes,0.35,Yes,Manufacturing Director,Yes,Travel_Frequently,Research & Development,4,179,1,Male,1,3,Manufacturing Director,4,Single,10650,No,3,0,18,4,3
Heather Barker,39,4,Yes,Junior Sales Executive,4,for a higher pay,2951,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,4,182,4,Female,2,2,Sales Executive,3,Married,5902,No,3,1,17,15,9
Sean Hernandez,25,1,No,Junior Sales Executive,2,No previous experience,4319.5,Yes,0.15,Yes,Sales Executive,No,Travel_Rarely,Sales,3,183,1,Male,2,2,Sales Executive,3,Married,8639,No,3,0,6,2,2
John Becker,30,2,Yes,Human Resources,0,for a higher pay,3173.5,Yes,0.3,Yes,Human Resources,No,Travel_Rarely,Human Resources,3,184,3,Male,3,2,Human Resources,4,Married,6347,Yes,3,0,12,11,7
Kimberly Mcdonald,32,3,Yes,Laboratory Technician,7,Lack of flexible work options,2100,Yes,0.15,Yes,Laboratory Technician,Yes,Travel_Rarely,Research & Development,3,190,1,Female,3,1,Laboratory Technician,1,Single,4200,No,4,0,10,5,4
David Taylor,45,2,Yes,Research Scientist,5,Lack of flexible work options,1726,Yes,0.35,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,192,3,Male,3,1,Research Scientist,4,Single,3452,No,3,0,9,6,3
Cheryl Dean,38,4,Yes,Research Scientist,3,Lack of flexible work options,2158.5,Yes,0.35,Yes,Research Scientist,No,Travel_Rarely,Research & Development,5,193,4,Female,3,2,Research Scientist,3,Single,4317,Yes,4,0,19,3,2
Evelyn Johnson,30,1,Yes,Research Scientist,1,Lack of flexible work options,1316,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,194,1,Female,3,1,Research Scientist,3,Single,2632,No,3,0,5,5,4
Matthew Ray,32,3,Yes,Junior Sales Executive,0,Lack of flexible work options,2334,Yes,0.35,Yes,Sales Executive,No,Travel_Frequently,Sales,2,195,4,Male,1,2,Sales Executive,4,Divorced,4668,No,3,3,9,8,7
Heather Stewart,30,1,Yes,Research Scientist,5,Lack of flexible work options,1602,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,197,4,Female,3,1,Research Scientist,1,Divorced,3204,No,3,1,8,3,2
George Joyce,30,1,Yes,Laboratory Technician,0,Lack of flexible work options,1360,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,1,198,2,Male,2,1,Laboratory Technician,4,Single,2720,No,3,0,6,5,2
David Webster,41,4,Yes,Manager,4,Lack of flexible work options,8590.5,Yes,0.35,Yes,Manager,No,Travel_Frequently,Research & Development,3,199,4,Male,2,4,Manager,1,Divorced,17181,No,3,1,21,7,7
Cory Welch,41,1,Yes,Laboratory Technician,2,Lack of flexible work options,1119,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,4,200,3,Male,3,1,Laboratory Technician,1,Married,2238,No,4,1,7,5,4
Tiffany Anderson,19,1,No,Laboratory Technician,1,No previous experience,741.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,1,201,2,Female,3,1,Laboratory Technician,2,Single,1483,No,3,0,1,1,0
Stephanie Saunders,40,4,Yes,Research Scientist,1,Lack of appreciation or recognition,2802.5,No,0,No,Research Scientist,No,Travel_Frequently,Research & Development,3,202,2,Female,3,2,Research Scientist,2,Divorced,5605,No,3,1,20,20,13
Scott Chung,35,2,Yes,Junior Sales Executive,1,for a higher pay,3647.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,5,204,3,Male,3,3,Sales Executive,2,Married,7295,No,3,2,10,10,6
Daniel Green,53,3,Yes,Sales Representative,2,Lack of flexible work options,1153,No,0,No,Sales Representative,No,Travel_Rarely,Sales,2,205,2,Male,3,2,Sales Representative,3,Married,2306,Yes,4,1,13,7,5
Jonathan Gray,45,4,Yes,Laboratory Technician,8,Lack of opportunities for carrier growth and development,1174,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,206,2,Male,3,2,Laboratory Technician,2,Divorced,2348,No,3,1,20,17,15
Emily Kelly,32,2,Yes,Junior Sales Executive,1,Lack of flexible work options,4499,No,0,No,Sales Executive,No,Travel_Frequently,Sales,3,207,2,Female,3,3,Sales Executive,4,Single,8998,No,3,0,9,9,7
Matthew Clements,29,3,Yes,Manufacturing Director,1,for a higher pay,2159.5,No,0,No,Manufacturing Director,No,Non-Travel,Research & Development,1,208,4,Male,3,2,Manufacturing Director,3,Married,4319,No,3,1,10,10,9
Scott Lewis,51,2,Yes,Manufacturing Director,2,Lack of flexible work options,3066,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,4,211,2,Male,2,2,Manufacturing Director,3,Married,6132,No,3,0,10,1,0
Jessica Williams,58,3,Yes,Research Scientist,4,Lack of flexible work options,1673,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,214,2,Female,2,1,Research Scientist,2,Married,3346,Yes,4,1,9,1,0
Gary Taylor,40,2,Yes,Junior Sales Executive,7,for a higher pay,5427.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,4,215,3,Male,2,3,Sales Executive,4,Married,10855,No,3,1,15,12,11
Jacqueline Dawson,34,1,Yes,Sales Representative,6,Lack of flexible work options,1115.5,No,0,No,Sales Representative,No,Travel_Frequently,Sales,4,216,3,Female,3,1,Sales Representative,3,Married,2231,No,3,1,6,4,2
David Thomas,22,1,No,Research Scientist,1,No previous experience,1161.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,1,217,3,Male,3,1,Research Scientist,4,Married,2323,No,4,2,2,2,2
Michael Murray,27,1,Yes,Research Scientist,6,Lack of flexible work options,1012,No,0,No,Research Scientist,No,Non-Travel,Research & Development,3,218,4,Male,3,1,Research Scientist,2,Divorced,2024,No,3,1,6,2,2
Mark Turner,28,1,Yes,Research Scientist,1,Lack of flexible work options,1356.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,221,3,Male,3,1,Research Scientist,4,Married,2713,No,3,1,5,5,2
Michael Richards,57,3,Yes,Healthcare Representative,3,Lack of flexible work options,4719.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,2,223,3,Male,4,3,Healthcare Representative,4,Divorced,9439,Yes,3,1,12,5,4
Joseph Smith,27,1,Yes,Research Scientist,1,Lack of flexible work options,1283,No,0,No,Research Scientist,No,Non-Travel,Research & Development,3,224,3,Male,2,1,Research Scientist,3,Divorced,2566,Yes,3,1,1,1,1
Leah Brown,50,4,Yes,Manager,3,Lack of flexible work options,9963,No,0,No,Manager,No,Travel_Rarely,Research & Development,3,226,3,Female,3,5,Manager,2,Single,19926,No,3,0,21,5,4
John Clark,41,2,Yes,Research Scientist,4,Lack of flexible work options,1225.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,227,1,Male,3,1,Research Scientist,3,Divorced,2451,No,3,1,13,9,8
Melissa Miller,30,3,Yes,Junior Sales Executive,2,for a higher pay,4709.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,3,228,2,Female,3,3,Sales Executive,4,Married,9419,No,3,1,12,10,4
Sarah Lee,38,2,Yes,Junior Sales Executive,4,Lack of flexible work options,4343,No,0,No,Sales Executive,No,Travel_Rarely,Sales,4,230,1,Female,2,2,Sales Executive,4,Single,8686,No,4,0,12,8,7
William Rogers,32,1,Yes,Research Scientist,3,Lack of flexible work options,1519,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,5,231,3,Male,3,1,Research Scientist,3,Single,3038,No,4,0,8,5,4
Brian Smith,27,1,Yes,Research Scientist,0,Lack of flexible work options,1529,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,233,3,Male,3,1,Research Scientist,2,Married,3058,Yes,3,1,6,5,1
Meagan Duran,19,1,No,Sales Representative,0,No previous experience,1162.5,No,0,No,Sales Representative,Yes,Travel_Frequently,Sales,1,235,3,Female,1,1,Sales Representative,1,Single,2325,No,4,0,1,5,0
Randy Hicks,36,3,Yes,Laboratory Technician,4,Lack of flexible work options,1044,No,0,No,Laboratory Technician,No,Travel_Frequently,Research & Development,2,238,4,Male,3,1,Laboratory Technician,2,Single,2088,No,3,0,13,8,2
Walter Walker,30,2,Yes,Laboratory Technician,1,for a higher pay,1536,No,0,No,Laboratory Technician,No,Non-Travel,Research & Development,3,239,3,Male,3,2,Laboratory Technician,1,Divorced,3072,No,3,2,12,12,10
Patricia Tran,45,3,Yes,Junior Sales Executive,4,Lack of flexible work options,2503,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,240,3,Female,3,2,Sales Executive,1,Divorced,5006,Yes,3,1,9,5,3
Kim Good,56,4,Yes,Research Scientist,4,Lack of flexible work options,2128.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,241,3,Female,3,1,Research Scientist,1,Divorced,4257,Yes,3,1,19,2,2
Brett Houston,33,1,Yes,Research Scientist,0,Lack of flexible work options,1250,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,242,3,Male,3,1,Research Scientist,4,Single,2500,No,3,0,4,3,2
Alan Middleton,19,1,No,Laboratory Technician,1,No previous experience,551,No,0,No,Laboratory Technician,Yes,Travel_Rarely,Research & Development,3,243,2,Male,2,1,Laboratory Technician,4,Single,1102,No,4,0,1,1,0
Jessica Gutierrez,46,4,Yes,Junior Sales Executive,1,Lack of opportunities for carrier growth and development,5226.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,244,2,Female,3,3,Sales Executive,1,Divorced,10453,No,4,3,24,24,7
Emily Jennings,38,1,Yes,Laboratory Technician,1,Lack of flexible work options,1144,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,2,245,3,Female,3,1,Laboratory Technician,4,Single,2288,No,3,0,2,2,1
Kristina Alexander,31,1,Yes,Research Scientist,8,Lack of flexible work options,1964.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,1,246,3,Female,3,1,Research Scientist,4,Married,3929,Yes,4,1,7,4,2
Mary Chaney,34,2,Yes,Research Scientist,2,Lack of flexible work options,1155.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,2,247,4,Female,3,1,Research Scientist,2,Single,2311,No,3,0,9,3,2
Tina Daniel,41,1,Yes,Sales Representative,1,Lack of flexible work options,1570,No,0,No,Sales Representative,Yes,Travel_Rarely,Sales,2,248,2,Female,3,1,Sales Representative,2,Single,3140,Yes,4,0,4,4,2
Gary Swanson,50,1,Yes,Laboratory Technician,2,Lack of flexible work options,1845,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,249,3,Male,2,1,Laboratory Technician,3,Married,3690,No,3,1,5,3,2
Andrea Dyer,53,1,Yes,Manufacturing Director,1,Lack of flexible work options,2225,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,2,250,4,Female,4,2,Manufacturing Director,1,Divorced,4450,No,3,2,5,4,3
Brianna Hull,33,1,Yes,Research Scientist,1,Lack of flexible work options,1378,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,252,4,Female,3,1,Research Scientist,2,Married,2756,No,3,1,8,8,6
Kristine Camacho,40,4,Yes,Manager,1,Lack of appreciation or recognition,9516.5,No,0,No,Manager,No,Travel_Rarely,Research & Development,1,253,4,Female,3,5,Manager,3,Married,19033,No,3,1,21,20,9
Travis Rogers,55,4,Yes,Research Director,8,Lack of opportunities for carrier growth and development,9361,No,0,No,Research Director,No,Travel_Rarely,Research & Development,4,254,3,Male,4,5,Research Director,2,Single,18722,No,3,0,36,24,15
Brian Carlson,34,3,Yes,Manufacturing Director,1,for a higher pay,4773.5,No,0,No,Manufacturing Director,No,Travel_Frequently,Research & Development,1,256,4,Male,2,2,Manufacturing Director,3,Married,9547,No,3,0,10,10,9
Catherine Farmer,51,4,Yes,Healthcare Representative,3,Lack of flexible work options,6867,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,3,258,4,Female,3,4,Healthcare Representative,2,Single,13734,No,3,0,21,7,0
Ronald Kirby,52,4,Yes,Manager,0,Lack of opportunities for carrier growth and development,9999.5,No,0,No,Manager,No,Travel_Rarely,Research & Development,4,259,3,Male,2,5,Manager,3,Married,19999,No,3,1,34,33,9
Renee Fuentes,27,1,Yes,Research Scientist,1,Lack of flexible work options,1139.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,260,4,Female,3,1,Research Scientist,2,Single,2279,No,3,0,7,7,3
Isaiah Nixon,35,1,Yes,Manufacturing Director,3,Lack of flexible work options,2958,No,0,No,Manufacturing Director,Yes,Travel_Rarely,Research & Development,2,261,2,Male,2,2,Manufacturing Director,3,Married,5916,Yes,3,0,8,1,1
Kevin Powell,43,1,Yes,Research Scientist,4,Lack of flexible work options,1044.5,No,0,No,Research Scientist,No,Non-Travel,Research & Development,3,262,4,Male,4,1,Research Scientist,4,Divorced,2089,No,3,3,7,5,2
Jason Tucker,45,4,Yes,Manager,9,Lack of opportunities for carrier growth and development,8396,No,0,No,Manager,No,Non-Travel,Research & Development,2,264,1,Male,2,4,Manager,4,Married,16792,No,4,1,22,20,8
Ian Fry,37,1,Yes,Research Scientist,1,Lack of flexible work options,1782,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,267,2,Male,4,1,Research Scientist,1,Married,3564,Yes,3,1,8,8,7
Dawn Anderson,35,2,Yes,Laboratory Technician,5,Lack of flexible work options,2212.5,No,0,No,Laboratory Technician,No,Travel_Frequently,Research & Development,3,269,2,Female,3,2,Laboratory Technician,2,Single,4425,No,3,0,10,6,2
Paige Peters,42,3,Yes,Manufacturing Director,2,Lack of flexible work options,2632.5,No,0,No,Manufacturing Director,No,Non-Travel,Research & Development,2,270,3,Female,3,2,Manufacturing Director,3,Divorced,5265,No,3,1,11,5,2
Daniel Gillespie,38,2,Yes,Manufacturing Director,9,Lack of flexible work options,3276.5,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,4,271,4,Male,3,2,Manufacturing Director,3,Married,6553,No,3,0,14,1,0
Ryan Hoffman,38,3,Yes,Manufacturing Director,3,Lack of flexible work options,3130.5,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,3,273,4,Male,3,2,Manufacturing Director,4,Married,6261,No,3,1,9,7,7
Daniel Jackson,27,1,Yes,Manufacturing Director,5,Lack of flexible work options,2149,Yes,0.15,Yes,Manufacturing Director,No,Travel_Frequently,Research & Development,1,274,3,Male,2,2,Manufacturing Director,1,Married,4298,No,3,1,6,2,0
Ryan Sanders,49,1,Yes,Manufacturing Director,1,Lack of flexible work options,3402,Yes,0.35,Yes,Manufacturing Director,No,Non-Travel,Research & Development,4,275,4,Male,3,2,Manufacturing Director,4,Divorced,6804,Yes,3,2,7,7,7
Travis Lopez,34,1,Yes,Research Scientist,1,Lack of flexible work options,1907.5,Yes,0.15,Yes,Research Scientist,No,Travel_Frequently,Research & Development,4,277,4,Male,3,1,Research Scientist,3,Divorced,3815,Yes,3,1,5,5,0
Jermaine Parsons,40,2,Yes,Laboratory Technician,8,Lack of flexible work options,1370.5,Yes,0.35,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,2,281,3,Male,3,2,Laboratory Technician,4,Married,2741,Yes,3,1,15,7,7
Michael Krause,38,4,Yes,Healthcare Representative,7,Lack of flexible work options,3336.5,Yes,0.35,Yes,Healthcare Representative,Yes,Travel_Rarely,Research & Development,1,282,2,Male,3,2,Healthcare Representative,1,Married,6673,Yes,3,0,17,1,0
Donna Mcclain,29,3,Yes,Junior Sales Executive,1,for a higher pay,3819.5,Yes,0.35,Yes,Sales Executive,Yes,Travel_Rarely,Sales,3,283,2,Female,3,3,Sales Executive,4,Married,7639,No,4,3,10,10,9
Brandon Mcguire,22,1,No,Research Scientist,1,No previous experience,1164,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,3,284,4,Male,4,1,Research Scientist,2,Divorced,2328,Yes,3,1,4,4,2
Gloria Crane,36,1,Yes,Laboratory Technician,1,Lack of flexible work options,1076.5,Yes,0.35,Yes,Laboratory Technician,No,Travel_Frequently,Research & Development,1,286,2,Female,3,1,Laboratory Technician,4,Single,2153,No,3,0,8,8,7
Roger Harris,40,1,Yes,Healthcare Representative,9,Lack of flexible work options,2438,Yes,0.15,Yes,Healthcare Representative,No,Non-Travel,Research & Development,5,287,4,Male,2,2,Healthcare Representative,4,Married,4876,No,3,1,5,3,2
